Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,South East Water,SE Water,3445,CRUX,Environment and Water,Financial Management,"Delivery of new ERP solution including Finance, Procurement & Project Management functions",Delivery,Cost Reduction (Financial),,PMBoK,28-02-22,29-07-22,,29-07-22,"$150,000",,01-08-22,,04-08-23,,"$6,547,711",,,,,,Green,Project commenced in August with a vision and discovery phase.  It has now moved in to an iterative design phase which is progressing well.
Q1 22-23,South East Water,SE Water,3446,Acumen Phase 0,Environment and Water,Data Management,Delivery of a new Data and Analytic Platform that will serve as a next generation data insights and reporting system.,Delivery,Cost Avoidance (Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),11-04-22,30-05-22,,30-05-22,"$100,000",,01-06-22,,28-10-22,31-08-23,"$1,122,000",,,,,Green,Green,Phase 0 delivered the overall architectural design for the platform as well as detailed technical specifications for the 8 source systems.  This phase has been completed
Q1 22-23,CenITex,CenITex,3449,Windows Server 2012 Refresh,Government and Economy,Assets/Materials Management,Uplift Windows servers in scope to more up-to-date version where possible. For servers  unable to be upgraded migrate them to Azure where MS extended security update (ESUs) will be available for 3 more years. Decommission redundant Windows servers.,Delivery,"Cost Avoidance (Financial), Cost Reduction (Financial), Risk Reduction (Non Financial)",,PRINCE2,30-11-21,02-06-22,,02-06-22,"$49,000","$43,205",14-06-22,,31-10-23,,"$1,991,466",,,,,Green,Green,The project continues to track to budget and schedule
Q1 22-23,CenITex,CenITex,3450,Cenitex Windows and Unix Server Patching � One Month Patching Cycle,Government and Economy,Data Management,"Automate the following categories for Windows and Unix monthly patching 
- Pre patching automation workflows 
- During Patching automation workflows 
- Post patching automation workflows 
and
-Application health check Automation",Delivery,"Cost Avoidance (Financial), Risk Reduction (Non Financial)",,PRINCE2,22-10-20,05-11-20,,05-11-20,$0,,18-11-20,,28-04-23,,"$1,050,177",,,,,Green,Green,The project continues to track to budget and schedule
Q1 22-23,Court Services Victoria,CSV,3451,Victorian Civil and Administrative Tribunal digital service transformation,Law and Justice,"Content Management,Customer Initiated Assistance,Development and Integration ,Security Management ,Tracking and Workflow,Data Management,Document Management ,Forms Management,Knowledge Management ,Management of Process ,Records Management ,Routing and Scheduling","The project aims to upgrade digital services infrastructure including the case management system and increase process automation, to deliver more accessible and timely provision of justice to citizens and businesses",Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial)",,Hybrid - Waterfall and Agile,01-11-20,04-02-21,,15-05-21,$0,,01-07-21,,01-12-24,,"$56,681,000",,,,,Amber,Amber,"The project is progressing, with the Digital Partner evaluation completed in September 2022. Further schedule refinement following detailed implementation planning with the digital partner in November.  The program continues to recruit critical program roles despite the difficult labour market."
Q1 22-23,CenITex,CenITex,3452,Legacy Hardware Refresh,Government and Economy,Assets/Materials Management,"The project will refresh the core network infrastructure in the data centres, ensuring the infrastructure platform is supported and robust to meet the demands of Cenitex customers.",Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,PRINCE2,15-11-21,05-05-22,,05-05-22,$0,,05-05-22,,30-06-23,,"$4,049,735",,,,,Green,Amber,The project commencement was delayed and the delivery dates are under review.  Full timeframes are pending advice from supplier on hardware delivery dates
Q1 22-23,Peninsula Health,PEN Health,3455,Peninsula Health Digital Application Oncology/Haematology Management System,Health,Management of Process,Deploy a fit for purpose Oncology & Haematology management system to achieve contemporary efficient & effective chemotherapy prescribing & treatment scheduling.,Initiated,,,PRINCE2,05-04-22,02-01-23,,,"$70,000",,,,,,,,,,,,,"Confirmed current state workflows, completed implementation planning study (IPS), created proposed future state workflows, conducting procurement process, undertaking proof of concepts."
Q1 22-23,Box Hill Institute Group,BHIG,3456,Cloud Service Migration,Education,Management of Process,Migration of core on-premise business systems to cloud hosting and implementation of new business system capabilities onto a common ERP cloud hosted platform.,Delivery,"Compliance (Non Financial), Cost Avoidance (Financial), Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",,Waterfall,01-04-22,30-06-22,,30-06-22,$0,,01-09-22,,30-04-24,,"$4,557,503",,,,,,Green,"Project successfully initiated with initial project resources onboarded.
Primary supplier engaged with regular project meetings commenced."
Q1 22-23,Peninsula Health,PEN Health,3457,SAPPHire,Health,Human Resources,The implementation of a SAP Payroll and Human Resource Information System using the already established SAP HRIS instance at Alfred Health thus achieving alignment with the Department of Health and Peninsula Health strategic Goals.,Initiated,,,PRINCE2,08-08-22,25-11-22,,,$0,,,,,,,,,,,,,"Drafted the Project Initiation Document (PID) ready for peer review.

Communication Strategy document finalised.

Existing SAP model demo presented by Alfred Health. 

Implementation partner requirement questionnaire finalised."
Q1 22-23,Victorian Institute of Forensic Mental Health (Forensicare),Forensicare,3458,Human Capital Management (HCM) Rostering Payroll System,Health,"Human Capital / Workforce Management ,Human Capital / Workforce Management","Forensicare is implementing a new Human Capital Management system to replace and integrate its ageing payroll, rostering and recruitment systems.  This system will better meet staff needs and improve capacity for better care to growing customer base",Initiated,,,PRINCE2,23-08-21,08-09-22,,,$0,$0,,,,,,,,,,,,Currently in the process of engaging consultants to assist Forensicare in the planning phase.
Q1 22-23,Goulburn-Murray Rural Water Corporation,GMR Water,3460,Primary Data Centre On-Premise Refresh,Environment and Water,Systems Management,"Refresh Goulburn-Murray Water's IT Infrastructure assets - Servers, Network and Storage as per the asset lifecycle.",Delivery,Risk Reduction (Non Financial),,PRINCE2,01-11-21,26-11-21,,26-11-21,"$10,000",,01-07-22,,30-06-23,30-09-23,"$1,231,487",,,,,,Green,Project is tracking well on time cost and quality. There could be some pressure on the Infrastructure build activities scheduled for next quarter due to the post flood recovery activities that are currently being planned. This is noted as a risk in the project and is being closely monitored.
Q1 22-23,WorkSafe Victoria,WorkSafe,3461,Infrastructure Migration to Amazon Web Services (AWS),Government and Economy,Systems Management,This is a key initiative within the IT enablement plan to migrate approximate 80% of business applications to the target Amazon Web Services platform in line with target enterprise architecture.,Delivery,Efficiency/Productivity (Non Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-07-22,,04-08-22,$0,,01-09-22,,31-03-24,,"$4,084,380",,,,,,Green,On Track
Q1 22-23,State Revenue Office,SRO,3462,Windfall Gains Tax,Government and Economy,Development and Integration,"From 1 July 2023, a windfall gains tax applies to land that is subject to a government rezoning resulting in a value uplift to the land of more than $100,000. This initiative implements the systems needed to support administration of this tax.",Initiated,,,Agile,01-07-22,31-12-22,,,$0,,,,,,,,,,,,,"This initiative implements the systems supporting a new Victorian tax on windfall gains from land rezoning events.  Since 1 July this year the project is in active design to deliver a modern solution to our customers. The intent is to use new modern technologies and processes with the initiation phase being planned over a 6 month period to ensure the design and approach supports this. Delivery of a 'minimum marketable product' is expected to take place in Q3 & Q4, with further refinements in the new financial year."
Q1 22-23,V/Line Corporation,V/Line,3464,eTicketing,Transport and Vehicles,"Customer Preferences,Management of Process","The eTicketing project will implement a system to generate eTicket to mobile, improving customer experience by making V/Line long-distance and coach tickets accessible to customers in their preferred format.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),06-06-22,27-01-23,,,"$150,000",,,,,,,,,,,,,Capital funding of $2.24m over 2 years has been approved. Key achievement so far is the completion of the requirements gathering and RFP to the market.
Q1 22-23,V/Line Corporation,V/Line,3465,Payroll Improvements,Transport and Vehicles,Human Capital / Workforce Management,"The objective of the payroll improvement project is to improve data collection for Leave, Time & Attendance information to support V/Line�s payroll function, in creating a more robust and consistent payroll operation organisation wide.",Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),01-07-22,31-03-23,30-04-23,,"$450,000",,,,,,,,,,,,,Capital funding of $3.8m CAPEX  has been approved. The project has embarked upon detail analysis on payroll data collection and processing for alignment to a higher level Human Capital / Workforce Management strategy.
Q1 22-23,Central Highlands Region Water Corporation,CHR Water,3466,Digital Metering Program,Environment and Water,"Customer Initiated Assistance,Customer Relationship Management","Replace analogue meters with digital, resulting in improved customer experience, reduced operational risk, improved environmental and sustainability footprint, and utilise water meter data to provide greater oversight of the water and sewer network.",Initiated,,,Waterfall,01-07-20,31-12-22,,,$0,,,,,,,,,,,,,Respondent evaluations continue
Q1 22-23,Department of Education and Training,DET,3468,SF - School Bus Management System (Uplift to platform),Education,Systems Management,This project will re-platform School Bus Management System (SBMS) from its existing system onto the Salesforce platform where it can be delivered and supported on an Enterprise platform with stronger foundations and an improved and robust design.,Delivery,Efficiency/Productivity (Non Financial),,Agile,27-06-22,27-06-22,,29-07-22,$0,,31-07-22,,01-12-22,,"$1,428,995",,,,,,Green,The project is focussing on managing the back-log of development activities that must be completed to meet Project completion date as well as closely monitoring development progress against schedule to be able to advise business and management of any likely hood of slippage in completion date.
Q1 22-23,Department of Health,DH,3469,My Health Record (MHR) Expansion 2022-2024,Health,"Data Management,Development and Integration","Connection of Public Sector Residential Aged Care Services (PSRACS) and Registered Community Health Services (RCHS) for viewing, upload RCHS Event Summary, Outpatient Specialist Letter, and improve clinical document uploads to MHR at point of care.",Delivery,"Cost Reduction (Financial), Increased Quality (Non Financial)",,PRINCE2,01-06-22,30-06-22,,30-06-22,$0,,01-07-22,,30-06-24,,"$1,770,000",,,,,,Green,Project is on schedule.
